,GBM1,GBM2,GBM3,GBM5,GBM7,GBM10,GBM11,GBM12,GBM13,O1,GBM15,OA1,GBM17,GBM19,GBM23,GBM26,GBM27,GBM29,A1,OA2,OA3,A2,A3,OA4,O5,O6,O7,O8,GBM31,GBM34,GBM37,GBM38,GBM39,GBM40,GBM43,GBM44,GBM46,GBM48,GBM49,OA5,A6,GBM52,GBM53,GBM54,GBM55,GBM59,A7,A8,OA6,O11,OA7
UBE3C,3.71239982626425,3.60881625068141,3.6510604244952,3.42992386507408,3.61211452770188,3.54970357966856,3.57410897053541,3.47915246979406,3.47799128785875,3.48873652094549,3.45336406089737,3.48251485682794,3.44665861585783,3.3917214211827,3.37549608112703,3.63158752916093,3.69335447403312,3.54499631769133,3.32027904771812,3.5879552010037,3.43474083145339,3.30450366842954,3.45622478853098,3.62157392588932,3.31599594080257,3.50770937375788,3.43474178907569,3.45323942585227,3.67745683971676,3.52172137314705,3.49451607721154,3.46821584041049,3.37684511496097,3.43220483710004,3.59274629809902,3.43637433388664,3.57576832568718,3.59708971288457,3.40700233034028,3.49924885637005,3.38471442928759,3.45884943106668,3.61649389355631,3.56270316810037,3.66323774505984,3.52783759087728,3.36438343604841,3.13507824184673,3.44122493215384,3.48602631905441,3.61443579664188
HDAC4,3.7184502015747,3.57964014145948,3.4938866964777,3.95621449975836,3.43666442057142,3.90187911611376,3.74484313212081,3.8447357493881,3.93764324761986,3.7171338761565,3.38225052571388,3.92306513331466,3.60215237765174,3.7676258375552,3.84270058160216,3.49172200874424,3.51648354631732,3.40310541501808,4.00509463214959,4.00211420260284,3.97944661769309,3.82115336666513,3.96423977762835,3.93430363152792,4.00247911627328,3.59991613393781,3.6563169239702,3.91269272120593,3.36463521967994,3.85517679428415,3.63675130181661,3.76740249015675,3.59105102119175,3.38176215767086,3.78034374352071,3.82407888590358,3.54849899148799,3.55891295276442,4.11848033136038,4.12788378754995,3.90282232483914,3.79386048058674,3.50143024055619,3.92499337160636,3.54771392451324,3.36322583140231,3.85730390443671,3.75824617038638,3.96246002128664,3.75987701095795,3.81017846311986
COL5A2,3.93616496050386,3.2688673271241,3.9976785828671,3.48698132204239,3.97442901693681,3.60077453346425,3.20823302787591,3.31910855883917,3.41120271780387,2.80841287629572,3.21523427272194,3.32311735513928,3.30104432714542,3.2857534847912,3.43770950895638,4.258620691113,3.74284786301625,4.33293422194054,3.07007519584824,3.10626673063404,3.17838060549317,3.29414777378465,3.01186170802634,2.92669323955501,2.83730997126596,3.3685137375359,2.946448826016,2.93699451772273,3.67881336236286,3.19688882711919,4.13426099292436,2.93554353948697,4.10412340814657,3.98129700482818,3.72271041084861,3.33983269775895,4.04414051989012,3.25087747838239,3.07895969936265,3.3783172128045,3.20806871384564,3.92160106450588,3.54398514823539,3.03369068412098,3.46477903026754,3.63536339437762,3.63520257077373,3.13774391510144,2.84935306671503,3.44007241714369,4.14898135606074
TNFAIP3,3.46469755358361,3.17054948684796,3.79166209269291,3.47323975330938,4.26360672017646,3.09168875968639,3.62069673471191,3.31893626592941,3.34625593204954,3.4415150977944,3.31190255497659,3.49469128409833,3.5611351475394,3.46703937727491,3.59566395496384,4.24855953606717,3.9232756308012,4.1594765353254,3.15952027245865,3.15115096216723,3.21049134694629,3.09636350054851,3.2423132892484,3.12238726785668,3.21651794730518,3.45499630332502,3.34175888767868,3.68613707999351,3.34542431360705,3.30431987856159,3.51088962819653,3.41535235503369,4.41409065000386,3.49361194382479,3.6332792437716,3.38886871243761,3.81154806269199,3.50778775495257,3.34358247374247,3.44085070015113,2.98362403221483,3.76247029246917,3.89902327287423,3.93584701115689,3.38284159904387,4.32088342053101,3.26255431139699,3.05119691472552,3.40272192033015,3.1135369298196,3.53136624132897
PSMD9,3.4365339452775,3.58973809642593,3.61855869419075,3.345006140338,3.67739185070106,3.68527038532631,3.45935810475173,3.57958983520317,3.50354392281042,3.6547912448164,3.5460766573949,3.46569745224166,3.47645062080686,3.61351634892279,3.55675839124671,3.71154083629342,3.69040094779048,3.86060425229,3.46725386687855,3.4600449470946,3.46514050106357,3.46141943416605,3.34845323787669,3.54325465611223,3.52955315609905,3.52144891159819,3.52673616522364,3.55798694652297,3.67510181824996,3.49527771268411,3.59456998917041,3.48564903803539,3.70199602467151,3.6247179252427,3.48343908384318,3.5948976073924,3.68654368139285,3.91754457854421,3.45476637514232,3.53282416616402,3.21330015681564,3.54261669146208,3.71651359034714,3.51155531137083,3.6637499102909,3.58076764366757,3.52357843776235,3.4536706790488,3.55468476046484,3.33568531916858,3.72519772532193
CTNNB1,3.61136404357269,3.3167949314687,3.64781558184612,3.30504101752436,3.95408478364972,3.56226133234257,3.20474708520972,3.42910617002086,3.28137021271995,3.25595357185665,3.73364200852934,3.2467341290495,3.34373404497247,3.25077022447198,3.48744354754554,4.15565696270469,3.65571406984107,3.89500108700738,3.24715985916019,3.04992279128526,2.94998833511577,3.20342972047535,3.15125950029875,2.93009436678618,3.42658347511699,3.26854965758039,3.64196642838071,3.41858050925337,3.7715820429806,3.6964057574327,3.27163021393224,3.33097576005232,3.69121742005851,3.58410157569248,3.37191197518843,3.18097040741189,3.59529787812083,3.67952918989214,3.49784761117468,3.28137611995828,3.20994828857561,3.36095580545316,3.59771064916586,3.3218425360006,3.48177417103868,3.82010637735103,3.47560146321213,3.41856013324542,3.03831052240685,3.06842595650368,3.48796006935566
RP1-93H18.5,3.27053280481841,2.88798618142933,3.27980811242821,3.30587671989059,3.83298822417987,2.21659074859016,2.80829741796526,1.97942999739273,3.16306293169214,2.6672184639739,2.72101959468574,3.28202792158838,3.39412496150657,3.21372011497967,3.05655308276638,4.11865620846092,3.31446385984716,3.86443145310392,2.78879177973339,2.66001217139654,2.76859740735391,2.83973188775036,2.82536054668547,2.41929141409058,2.49939012159455,2.80582424973233,2.61252108203959,2.72183286502401,2.62842265043037,2.91203330739352,3.35349653702071,2.78163260629942,3.97666950583795,3.38164962904736,3.0281570929328,2.81826747301005,3.87444963580787,3.22711173590862,3.06318731836407,2.36127442256221,2.66940056951149,2.80251238605908,3.86447423566031,3.66604224250244,2.67669818112167,3.81522073640252,2.60489858050736,3.02361662029524,2.66951770694837,2.76443020628963,4.04451279253315
RRP22,3.04735782333944,3.09918150261721,3.02974445758651,3.61297236316344,2.98478241454289,3.47888899458132,3.70242734816084,3.43623422814389,3.61725800900214,3.51886728548382,3.38357607918553,3.74955367256754,3.30843421240778,3.75089584715018,3.55769146728211,3.17781776240109,3.06360803746429,2.4199970292732,4.01556733712096,4.0175540133988,3.87362607023842,3.70999577950196,3.73590064547975,3.63694902665469,3.87622101693594,3.68257843225484,3.49092563946999,3.74139193128312,3.04902914105528,3.52182769785038,3.0573979146312,3.84862633302557,3.22240637302608,3.2328287096754,3.35895500184589,3.61878765097213,3.10163401897572,3.12325759022774,3.71137904822896,3.85991968441066,3.77324067511874,3.64581158424037,3.05614874971375,3.14580281349629,3.5901228379872,3.16334775946205,3.71859260716205,3.64062044858295,4.09326730806773,3.55749059974941,3.01215277724659
EPHB1,1.96446706118583,3.27268081825599,1.83041542954341,2.01447433475959,1.92207118876948,3.253742786541,2.28172859117747,2.39472478017968,1.74501229867139,2.68159486241332,2.76036140646712,3.15661607719327,1.84646700985433,3.09899655486335,2.12002084073296,1.51053160584908,2.0259445457771,1.58840617721658,3.2143138974244,2.85560273568407,2.63917559848165,3.2087559447239,3.06966772698428,3.18831891951513,3.41525287682549,3.20022294336074,2.10339316997353,2.74016049809447,2.11171270950013,3.28516176344081,2.06899801207772,3.27257441145644,1.84754798261823,2.60825210635124,2.12317191192576,2.98351172289951,1.64952956594782,1.68554469434963,3.29017200485569,2.41033512432723,3.04457895487661,2.26118195159786,1.71857641762573,2.87129499155245,2.1982831028778,2.01897080860075,3.74165811162794,2.95470840219882,2.59934150322944,2.53670486602449,1.84048875766315
EIF4G1,3.35097640149237,3.48516841352169,3.43809944325222,3.0865071810155,3.54960643868676,3.34329434258671,3.28412086419545,3.17266538573718,2.87380404483275,3.49710208683451,3.29980028869775,3.06885275242751,3.38565809988847,3.34277688116013,3.39415930925293,3.30101370931554,3.24832693736786,3.26005683171729,3.2341438220744,3.12062722771277,2.92777520779054,3.32440099533731,3.28599340966662,3.11455594342535,3.55272453692652,3.44384087959984,3.34487209062213,3.39360696263405,3.39385920039911,3.35149250363067,3.26281119123003,3.3374540696934,3.23059170414874,3.527422627225,3.08278321678475,3.47936898208803,3.27826874919487,3.41397599892341,3.36345327360606,2.91453407776416,3.34056605712819,3.14907463180811,3.16047543415546,3.25174842237573,3.29702585582535,3.4229955498558,3.45250296711377,3.44796862954749,2.98535281292952,3.18937828664789,3.24635723975289
NT5C3,3.24875723278438,3.18414779682764,3.52275464961895,2.7469897389885,2.73168383223704,3.04420254173065,2.30794721301149,2.36018808489899,2.75854402389123,3.01932819107435,3.48207168470382,1.94478361289748,3.16136380902663,3.03871551349032,2.76851526806255,3.07003195277029,3.20187594989806,3.13104478569761,2.98510838399942,1.81720165266305,2.51927263410971,2.88350699187962,2.79648621660533,2.22679059207242,2.98243496738165,2.95929187458233,2.94881626151489,3.14883454562087,3.33707351640037,3.41189097111357,3.10894402039754,3.19712059800448,3.11212620952804,3.17302884456849,2.2182465796683,2.90232060465456,3.02302887421919,3.05210037253849,3.15228987358629,2.65616722346535,2.8588582883351,2.8110606522268,3.33972663915681,3.28143700527119,3.18158950850811,3.22358782618862,3.04617156660478,2.95411944190073,1.81536519749076,2.92256146400406,2.56532351658534
AF130082,4.33969509463542,2.95713299118769,3.92959276199185,2.51290708843236,3.59391367846988,2.71898387824374,3.65129759558467,2.78866321312086,3.15630346621356,2.42729456182006,2.89148003111394,2.77546845090755,3.15960117755243,2.77622159761602,3.85732736931337,4.46978058672515,4.13569899647117,4.45174845227879,2.40593174215305,2.56968166967724,2.23717664441617,2.25143866677962,2.12145807013989,2.53461365680991,2.10674149332615,3.23654607828253,2.31140628642183,2.45227723312635,3.53379785100084,2.72414720104487,3.14599865869581,2.68535024944386,4.37302976177828,3.04182400169754,3.20921787693834,3.04788945562091,4.2240228489874,3.22520457311305,2.66664619081792,3.01545071297101,2.39527395998698,4.153746316599,3.48488794559152,2.25882398442608,3.2148600013835,3.71544382922461,2.37298928578938,2.50083589248039,2.22955386398114,2.3444669423351,3.56067248510055
PAXIP1,2.84091681526192,2.64384632416217,3.62383839372693,3.2484264627019,3.36042318372107,2.53376824653813,2.10922070554247,2.74199336114679,2.74638818472576,2.59441023121579,2.49294049311769,2.72982545166197,3.12519131396183,2.94657703306015,2.45497132033886,2.85944093652365,3.66728966483037,2.93929805554414,1.67328822484155,2.93601079571521,3.20879139213924,2.16755952671123,2.63848226825157,1.93952923628506,1.70487945083058,3.04475920395815,2.89249363616731,2.8530371433468,2.21786016975736,2.64856198413858,2.96407804677364,2.39955777879363,3.0664563805038,2.68574979760035,3.45058455592679,2.84025731808212,3.45775840032767,3.5064157290313,1.72708557814791,3.19267002169181,1.91130678858163,2.7745439714365,3.67582827350667,1.99421153630679,3.67466074978583,3.5322197787269,2.96398227220848,2.19902251017504,2.22189391389397,2.78025248723042,3.65645996336811
TIMP1,4.58702135967125,3.99872355858686,4.74986347105022,3.69822733414026,4.70523405910507,3.43889470420863,4.17586684455507,3.72767843663269,4.06320830768104,3.6843120365365,3.67944279683664,3.54734795216782,4.19187696745118,3.4397030285625,4.48602480150609,5.10709684834758,4.83584486127482,5.00153553155467,3.07722978131088,3.42207119999162,3.05965163092465,3.26098959375603,3.29181778895558,2.99089535420446,3.02833208089636,3.79355844302718,3.86261283321831,3.60302381480176,4.57973256401696,3.36961229492245,3.99496981978284,3.71358402814922,4.90749890958707,4.56352636357347,4.11332598168841,3.86982049373374,4.71494208552789,4.58998048091005,3.39488435875289,3.83526519845531,3.39801140081659,4.25197946370855,4.3164072314935,3.29279461699109,4.16136078390119,4.82560135820765,4.3047816832003,3.62803010570798,3.0525512052271,3.17292590516654,4.63125215011519
RPA3,3.52895164801323,3.60806849981851,3.73125006071112,3.21838502525696,3.54253750255861,3.50137055484096,3.38414616518146,3.40367856563617,3.47098084451853,3.70842285488043,3.49370099275376,3.30573733298404,3.28531399094527,3.30640508171646,3.41234023875625,3.33247501991216,3.48116218153423,3.69703072535441,3.30418516484896,3.14771341542429,3.12888047433243,3.26312692386134,3.16100993611099,3.04339489801053,3.342833486972,3.39957525870258,3.30622445514802,3.31676079692895,3.45182587319715,3.36299996446941,3.46998819383194,3.34600794501131,3.2917885100329,3.62516464219183,3.72852470617217,3.37179723380278,3.40701032639654,3.39568416722971,3.30518772569856,3.47879714426138,3.25322190328118,3.15200504306403,3.45544194714621,3.36526628837276,3.6097997702162,3.62501966662693,3.33314568277441,2.59801092165872,2.91672917770049,3.27990751851647,3.45732770433275
CTBP2,3.83064421890207,4.04889419747828,3.76381838356863,3.82407165767266,3.93572773270364,4.11090514937309,3.82875776285451,3.85369851590386,3.81840353520301,3.93942224935189,3.95036733744286,3.85279096399892,3.85987309266942,3.92903785677255,3.84212163266155,3.99652625054482,3.80219569493641,3.86563517158505,4.24180777553598,3.989689325535,4.00582799525337,4.01509259891708,4.04089896713429,4.0114933463123,4.14134706707437,3.9661600431474,3.91953046479745,4.1296084060133,3.99640715746954,4.02439095818866,3.95441913486236,3.92223713410863,3.94702727524556,3.96782273966007,3.76627696009909,3.8464402912107,3.79975148708331,3.88424679871598,3.92631841568557,3.89459062282199,4.05468857080569,3.91373302371865,3.84731879412084,3.98184283460205,3.95116007276835,3.86062879664611,4.13571555092134,4.04575611818794,4.10158528286245,4.02367321265827,3.78312908775915
TAGLN2,3.61637204810293,3.45888883646163,3.8698421784977,3.27259342286287,4.22993919493796,3.4201031854272,3.26314635335689,3.18095609242134,3.41461975517249,3.13468062268788,3.07978341198518,3.13042319178135,3.69294231263834,3.22371186636073,3.46429709773885,4.09584862161489,3.82890519718497,4.37387738166134,3.03065759705722,3.07210535389141,3.096152290244,2.99537366181391,2.88636888001926,2.59555022970996,2.8925186678862,3.3420727354062,3.13055536298776,3.06722936134932,3.78726234003481,2.9867618841766,3.56572789907689,3.05851864382276,3.77332704900408,3.98950249937567,3.62190607261509,3.44248995997063,4.00865173052656,3.97638166712776,2.54004151845233,3.18602038028991,2.94163166686432,3.581989799475,3.79415561098393,3.21468175181144,3.46128132523715,4.02041697485757,3.17452265330811,2.60740891048834,3.08139231941032,2.91960729513929,4.21913105689623
LOX,3.32483659892874,3.10557149260461,3.30990024014852,2.05687818331268,4.19980477282541,2.87113725514338,2.79624397728701,2.42651776760021,2.67879143436624,2.30484367926423,2.33473112847271,2.52056737033996,2.86042006549949,2.47294065638958,2.90344975948368,4.08557960724943,3.96802749448074,4.09359032678821,2.27714373127088,2.30831891978905,2.2177838986109,2.33117616324559,2.13098632821058,1.76457959212005,2.31622623105742,2.53529158770605,2.06560211971277,2.12648532508267,3.10128332702465,2.52864935986792,2.55108874898719,2.76954938486994,3.31316883645155,2.51953399106888,3.00904275622892,2.53157087554904,3.89501474771975,2.79137130063574,2.60679611173599,2.27992689549374,2.31939757405183,3.01980396739997,3.2078273741811,2.15125336892384,2.62633010024465,4.27439408278222,2.53589260336972,2.74328707292735,2.13450860090025,2.05619187107322,3.2871392616357
CHD7,3.15001090086526,3.85770998756827,3.19528013364693,3.05172849737293,2.54012416893658,3.64515610874383,2.60172002286586,2.87763794617941,2.51656049218053,3.80598687359222,3.54184847297642,3.62122604616223,2.86258869870371,3.53746043377227,2.72832293384098,2.62006627063773,2.53988869886201,2.614886674777,3.60468991698794,3.43954584062599,3.65922153387881,3.52041631997767,3.67612600455957,3.77878977270687,3.69309931812766,3.45656172525249,3.47839202133957,3.32255522598351,3.76107983626631,2.88619225668562,3.41697117737112,3.03099781137893,2.53556499479071,2.75262225968925,2.50056303371014,3.18637198869127,2.28692329865457,2.42336057808498,3.58602179125782,3.33793702184934,3.42264285139965,2.68638956283078,2.4420860602815,3.63034283855353,3.45596800059588,3.3654494208239,3.70226402497739,3.57730988656758,3.83667716879806,2.64000812611955,2.51124012903652
WDR54,4.0115074303817,4.00356547392934,4.05874813325959,3.82800983717127,4.34624035628997,4.0412757652429,3.6899653108634,3.78589419338288,4.00373687605579,3.91517687885556,4.22738715865426,3.93362023854592,3.76150393150298,4.00958175934904,3.76162462811147,3.83173358018062,3.95383200371492,3.80626424608002,3.75764522106122,3.79157943013505,3.68195949095535,3.74818507999793,3.5816087074584,3.90823434254589,3.77108028748249,3.69838444136868,3.67912160193195,3.70741831679368,4.00151828566003,4.01191220498939,4.249092254241,3.79427384414063,3.79470938980708,3.95137511716042,4.07552269131687,3.84874607349119,3.81286825448939,4.02675913695996,3.75340723744587,3.79854078059282,3.75576253411971,3.78134601177407,4.04731654207476,3.75054410889707,3.8658040875862,4.12055544039564,3.8630916706427,3.65386481651756,3.62435430031701,3.73219152453464,3.96994862140676
PLAUR,3.28965716798139,3.32513764627601,3.63997380096964,3.3609251605084,4.01914301224237,3.13018029066205,3.51086645679133,3.26781400906569,3.156256191481,3.20216670020563,2.98989723082101,3.32965410869996,3.34626317184812,3.06639003964289,3.44671746436912,3.86625903516097,3.78100112942103,4.22943304342414,3.1578262296914,3.02999744443433,2.98071857242766,3.14362706737076,3.12479300636201,3.11393466633034,2.85764121830807,3.12923183732988,3.14878552583615,3.30037523770664,3.26348362459019,3.24856786711306,3.29927298233098,3.50801903865647,3.96426585456827,3.45514297321226,3.48351854606259,3.39348447450137,3.83020623139463,3.30996959342671,3.29667440247102,3.29945630478419,3.06910951777063,3.6452089017134,3.69288884913407,3.36994908441849,3.20837201428405,3.90228449279591,3.07905202421656,3.20404723223719,2.93091440842197,2.92640779170847,3.5093540283721
AL119491,3.55876231414907,3.81044752792815,3.55830708251268,3.77322134844006,3.36104451226982,3.28221708095765,3.49668864459522,3.62393782488283,2.97964532900116,3.54514537042724,3.75546002066964,3.69362469306402,3.55286330067882,3.28521018478004,3.48224812081711,3.5532754387318,3.54780177105604,3.30901064323192,3.89973204830936,3.7310981947296,3.66771018450201,3.48025723727262,3.55855522071433,3.57654151728211,3.59056822553489,3.68081849935811,3.71428616042736,3.5639978967178,3.15799258110744,3.4512396169855,3.74190493076994,3.71154910552998,3.35845873195371,3.45348285144175,3.10125133807891,3.45769073483217,3.73392460069674,3.46396536536836,3.73207266535996,3.80594084262009,3.75171448919661,3.38293385914929,3.62641582333602,3.72074219024101,3.71951383463286,3.52273757663257,3.61084544382948,3.65164361745039,4.08620292235097,3.53750792807109,3.8145708649146
TMED8,3.34686072381344,3.6028781909295,3.8856137499117,4.04534089795506,3.71205002875165,3.46125835286184,3.81257928914097,3.8775878631421,3.54535264694784,3.7346296775941,3.62165997014719,3.92492471585757,3.79959967011288,3.56723828310925,3.67960748294724,3.49575172260793,3.79682866094218,3.58138194126175,3.88582535035778,3.8872312705512,3.79837748568279,3.85209719446397,3.945428009693,3.93562720925572,3.84020273305404,3.90266536519487,3.89334357314296,3.65669669399255,3.48651477906267,3.40232845642254,3.84559743959434,3.87261923448427,3.65561695193458,3.7379997118861,3.58297068113036,3.73243228164352,3.87905359540296,3.85108949156301,3.76646727924237,3.77781229606772,3.88018111920251,3.59687891076663,3.84978843799429,3.73165483093607,3.65658169656587,3.82178103166861,3.73122957843539,3.83259991341226,3.77271606068683,3.9348449910434,3.79296458018964
MAP3K7IP2,3.52373502417148,3.81962098307646,3.51618925468232,3.50186435782909,3.62844993136731,3.64669998456962,3.851153248972,3.70496744042351,3.13147558661869,3.60880972987727,3.3979816989412,3.57365715013261,3.5912552093366,3.72922036934784,3.72765371985698,3.42345985464452,3.37909657094216,3.63832089777476,3.93079554993912,3.73985078902595,3.78275009698139,3.74821098196501,3.82062247500399,3.75153021374919,3.64071144280963,3.78492005221077,3.54504992809588,3.76880046891378,3.40567430541675,3.632727604445,3.44288330293503,3.53414812312358,3.61389560343426,3.63588598659556,3.31889312992066,3.8387785908386,3.55620151556026,3.39164704865762,3.66603343456287,3.6471869064632,3.74894637168739,3.45390928174945,3.52778413178917,3.69026051036902,3.61683225551576,3.63688630160992,3.85442349801828,3.84408066224463,3.67471062657094,3.68256327841344,3.7749931147126
ZNF25,3.47213278183055,3.80168299573071,3.61364037241653,3.76827386624405,3.43642648429886,3.61812835528785,3.56345889546466,3.50188418578943,3.69199758536749,3.73947669420395,3.63804625038882,3.70764706496124,3.55994275491986,3.37300198093739,3.5783070023589,3.57183991539857,3.53747265428708,3.50681569211664,3.77633849110194,3.84492993551944,3.79680681971055,3.86801793271139,3.7866416992553,3.69991339573826,3.69669757344155,3.82270845275833,3.68762606466842,3.71949378548738,3.75867076933806,3.57822282109174,3.40887567337642,3.76800817657992,3.63679971414091,3.55899053045552,3.63539919190385,3.81267429526404,3.3905497204861,3.40276281049889,3.87786957704454,3.74351368433603,3.89010376177928,3.69695018833461,3.5313626638434,3.91984710652053,3.57139807784811,3.38864497299575,3.70787764990901,3.87513161339957,3.82116339704453,3.95630345392923,3.4308730559735
TM9SF3,3.96951040306205,4.3275892026858,4.07448928054366,4.24111982079865,3.95790759815294,4.20292386432824,4.09529456367632,4.09440487883118,4.19440482481462,4.44031057081246,4.57777847742785,4.29267722136774,4.06890986157047,4.18845772897142,4.10704925095477,4.12969749550795,4.20246406782045,4.01485373402472,4.28599716376367,4.23558020566547,4.36698637122213,4.16617464277458,4.19781610581539,4.26229329113644,4.32972078487957,4.28372879822479,4.30695722143454,4.33799015370006,4.32180620837108,4.21038466241459,4.05058015065305,4.02798871237805,4.13513255592743,4.18191255528937,3.91557077533578,4.22559179144285,3.98143572492111,4.34271580961364,4.53897371372523,4.55865422033679,4.25731724034999,4.13001838838595,4.11242803069359,4.34477275330988,4.12401543379169,3.99920838529526,4.18732961742574,4.10036327234749,4.30437482975609,4.19223873696611,4.05423592784762
SGCD,3.3880999576811,3.50883893426843,3.17671243477533,3.85498932041793,3.77412921222642,3.44849530353564,3.73890242914112,3.69845236438157,3.41755655087053,3.65658543134871,3.37610317175032,4.0460045208223,3.71088749109532,3.71081632969396,3.71907511030797,3.43963028097737,3.50860916402826,3.18707830482304,3.89717326390295,3.95592440757589,4.14938023373784,3.65615437863689,3.8126587186261,4.00280942115585,3.5411477302947,3.76449146069522,3.75939351053835,3.62178532137676,3.63451958913882,3.42777700193948,3.44688946126381,3.72366800572015,3.58869940232497,3.10261033773387,3.47098392785713,3.55129979882677,3.57961453172988,3.20275197418766,3.26351250784128,4.07833840410032,3.51023995866863,3.809043641351,3.32698026893897,3.50627388835826,3.63684681826179,2.92521253277899,3.67811102560033,3.34179269452275,3.94389410059046,3.74759900361929,3.07736790528416
GGH,3.35611768067967,3.21899004238831,3.54975146842333,3.10754133203762,3.65813851656748,3.50734831387135,2.98445394963409,3.33831921094662,3.47030491841666,3.46203873273139,3.69709947103725,3.16819920878763,3.19306835914573,3.02690366634995,3.01887684299369,3.31241666040911,3.44070888281975,3.27873371438178,3.16617248038664,3.03753167212483,3.05038091644107,3.0766371673375,3.01649682138514,3.2038503649687,2.8697396644933,3.18006477131177,3.11382941858001,3.31500228023847,3.48173908019823,3.2795056503407,3.42316048160832,3.20212170937094,2.97654759076631,3.54180644032798,3.55712121813277,3.16125806689094,3.30068024781364,3.26356293055266,3.1348261508761,3.23816959590759,3.13775024019901,3.16090770575612,3.36067954451343,3.17479716206614,3.42766232289613,3.45102168052722,3.17067849673483,2.77344121184774,2.9806304854901,3.18103854029925,3.39377326657134
QKI,3.35413476505037,3.37206227373934,3.4428588665013,3.78571967067826,3.27103567258604,3.44474394687347,3.6223015985839,3.43698670608516,3.56123057896996,3.76035130155,3.79142943250407,3.86442326400648,3.41992404218391,3.85021025182672,3.53645553793838,3.29980333736857,3.69965044475766,3.35991948838737,3.97925961401993,3.70227764477216,4.05877423152042,3.75223442439123,3.65754736051115,3.95680412954534,3.72901875793188,3.74562980257531,3.85183930289897,3.83014812074719,3.4398295582352,3.78252113917325,3.67024891539621,3.65587783513814,3.33028711948254,3.41075581327648,3.62194558956857,3.83616429632238,3.56935787202944,3.51219380395862,3.80606100171659,4.09822760737553,3.6099011880542,3.55992935610832,3.49914029714446,4.01560789470274,3.65781253016457,3.35637621252727,3.76049176897755,3.85932645080637,3.94091628009919,3.78543184663439,3.75904443034831
LILRB1,2.7791388703395,2.87179527942318,3.11410133994386,2.87529745535147,3.26721867662012,2.51027952689506,2.86743271933786,2.16928639288057,3.15271722772528,3.0935162389895,2.5722940944465,2.95390942263694,3.10323089534719,3.02647892324403,2.95430861367932,3.69719480712659,3.39527937836544,3.70016570670325,2.78542736232823,2.723515598897,2.8803361774787,2.84358343677258,2.71858305955979,2.42178320084244,2.70504307837442,2.61638517964443,2.42548531070803,3.13576279594884,2.59502198678418,2.74218998338885,3.29106811509891,2.58851372354611,3.90853396807829,2.74690963173353,3.06453435843802,3.31582072936668,3.3880791664306,2.82569608840519,2.24111047319194,2.7488203954946,2.42351128604955,3.04647877555447,3.50757672756894,3.40628259297827,2.99803079405382,3.73545557483859,1.92234132410186,2.20789545792289,3.06416474146938,2.72787051283248,3.38952489378549
MYL6,4.54252437771969,4.46194201896575,4.54327424799044,4.39092562666914,4.66838591669,4.39829487333279,4.3103467578953,4.36045159155907,4.51747684442921,4.47818377272356,4.4923132964825,4.42354582684497,4.50758469018204,4.48249097883252,4.47077426970796,4.74192987247686,4.5721393034609,4.67325458873118,4.41252863476303,4.38282064445643,4.42738982656771,4.24376551515964,4.34243077441668,4.38720464214151,4.44856602476588,4.32142542378739,4.38586834395345,4.43575998239288,4.50967821082636,4.43868819661133,4.55966830786108,4.38285854184229,4.63895594755954,4.52844775607072,4.52786492331919,4.54365643599133,4.62751707536482,4.47258298934275,4.14486584970666,4.4119758497016,4.23004642495196,4.58242617691264,4.56059704683997,4.43029884023112,4.40511249889449,4.54960944021516,4.4010844593172,4.42745431484941,4.40724423945427,4.23695860482109,4.66300400686874
C6orf115,3.44755027024639,3.24784516740417,3.22281450141205,3.26299800372812,3.51798311831869,2.90846786122687,3.16749603822264,3.03470103347962,3.26528656079667,3.41001237061888,3.17341705354439,3.16366219511544,3.39668952662198,3.44452959155157,3.44281891936985,3.891249077383,3.56721981361875,3.90230461573817,2.73142275078257,3.08580664299293,3.13991370269771,3.26755280129635,3.14579039560945,2.66403805572804,2.79141202184286,3.2102149511227,3.16865066758346,3.22155272048781,3.38476331794205,3.18914543625492,3.63241882150578,3.26802890697211,3.55223370433818,3.43017974468585,3.41441157565713,3.34868485049884,3.61166362823491,2.96545100765156,3.08820238002303,2.75629294851897,3.20905608210783,3.33789712880024,3.55938515871542,3.04246525143192,3.24442384053279,3.6600711689824,3.47738421278644,2.76089723343118,3.00545593607667,3.38446954504941,3.57030354496517
MBOAT2,3.6804220916798,3.82361029983117,3.77316929390274,3.74069144439814,3.43858284940665,3.81506851519399,3.76710857366374,3.82882179247351,3.83535587730483,3.99987590433861,4.1928464773329,3.89594322141298,3.76734520689187,3.75965991402233,3.6312078871217,3.24409148520085,3.87812759206515,3.1857330551493,4.06904884147918,4.07512479721385,4.06758418857573,3.84875696294406,3.96877270841194,4.04394078154878,3.9977982008517,3.82439732958953,3.90682122249646,3.95251105302557,3.73495000712631,3.99340020681156,3.74142218010606,3.84858023706773,3.53467604531258,3.69831433298327,3.74302683366274,4.00792849734184,3.66093602142158,3.86763121606518,4.10455030475594,4.21733515312789,3.96616229668277,3.81782864274528,3.69961462671683,3.92729910415062,3.78796624278652,3.525130749948,3.94156201456082,3.96525590211193,3.99960509025146,3.82692977997903,3.6481287486029
