,GBM1,GBM3,GBM7,GBM8,GBM9,GBM10,GBM12,O1,GBM14,GBM16,OA1,GBM17,GBM18,GBM19,GBM20,GBM21,GBM22,GBM24,GBM25,GBM26,GBM27,GBM28,GBM29,OA2,A4,O3,O4,O7,O9,GBM30,GBM31,GBM32,GBM38,GBM40,GBM41,GBM42,GBM44,GBM45,GBM46,GBM47,GBM50,OA5,O10,GBM51,GBM52,GBM53,GBM55,GBM57,GBM59,A7,OA6
GPHN,3.32967159185916,3.12507703737756,2.8349614863299,3.18634286381361,3.16763274841903,3.180623279068,3.37730770842979,3.53493235277872,3.20501235468382,3.3163706769102,3.488294012091,3.4586919247631,3.43732588787332,3.47213395332688,2.92644329003345,2.85399372342466,2.90824045832459,3.16830681173428,3.24792885318628,2.68682210038817,2.81021167673815,2.99365486587426,2.87729530888012,3.68143454586997,3.27211347802001,3.59277946406252,3.58671734852136,3.47391258900234,3.63540914630955,3.46352644501715,3.27622873921073,3.08919872046501,3.37467485789954,3.13466437909909,3.46751368991101,2.27598128687147,3.29621640683952,3.27626874149751,2.95512997555804,3.11384178233627,3.2382722288325,3.37408797312739,3.54770654164141,2.93114398715262,3.31364896418187,3.25845241684573,3.02602758710439,2.64748859646699,2.94915132308859,3.25702207831094,3.38215703943237
TMEM127,3.37887572534946,3.4111007676367,3.41570768667486,3.42386066178606,3.32999957554919,3.21981732737441,3.05043389467451,3.07246790946166,3.30797585001535,3.15012218322815,3.22270346812413,3.18494540462093,2.99946635865333,3.26758985828021,3.37122418014969,3.35975620213749,3.40879316864576,3.21453258042098,3.33810911834779,3.67579318439641,3.33186157626604,3.53730871957647,3.49189876600862,2.94184671367844,2.43398253014199,2.96137932384533,2.92060068338217,2.66485718940116,3.06616261484674,2.88808622014601,3.37109632148828,3.22070365709527,2.58481388248043,3.16874490784898,2.57928959150756,3.71238037238608,3.18329148667179,3.45071380112509,3.37021192123437,3.21672708628135,3.24254813645654,3.06906617842749,3.26679079076234,3.1719919209123,3.24697422229802,3.45171107966174,3.11696154319951,3.35781787650772,3.31160448043652,2.51954318166676,3.09531095369357
FRY,3.36630675623334,3.2369053992276,3.18625321479629,3.34447087190845,3.39421257793489,3.56282226194525,3.66802285881775,3.38233660896087,2.87564109357914,3.23753066889932,3.85505178027489,3.4606782356027,3.44274528169479,3.77583805622271,3.22453202672058,3.54543528247623,3.73696811965396,3.37008302326457,3.54553533948628,3.54086456628019,3.56415135115598,3.73666241626113,2.92398759040096,3.80419737985222,3.89870944361289,3.8377717753273,3.57870956226736,3.8348580208108,3.93380803100144,3.48207755275035,3.44599753637476,3.42586731266956,3.79568791247104,3.40403055551679,3.25606340683366,2.95713442923063,3.64656800159499,3.42443633820883,3.27335713189187,3.66618136551045,3.2925641781735,3.90515275648468,3.60955802086585,3.212234495019,3.60069328985167,3.62162634329889,3.55814638332209,3.61166798237465,3.00194129401995,4.02960448119313,3.94438578406299
ZMYND11,3.95794554108856,4.03904864247186,3.71378520893616,4.03343360742595,4.0128596556467,4.15291538585687,4.19717454976087,4.36083050694256,4.02700664481289,4.0590690177651,4.51674839695999,4.14617363420496,4.22379122829429,4.23905047065799,4.11470300355164,4.05931208292378,4.3009107654636,4.06791101857891,3.93393001211447,4.06403303389507,3.57189124375061,4.41434595752671,3.79973227180695,4.45638721585727,4.42354338664188,4.41512731147758,4.35500404490597,4.31855706418064,4.37721302441581,4.22926808023423,4.06964445792295,4.24588770172394,4.36909254852839,4.21436201713239,3.96228128383918,3.9316595622798,4.38376240394889,4.00542406966795,4.07827320100759,4.15974601716627,3.98287159192031,4.37055646136829,4.30180937566056,3.85152917837688,4.2217520735911,4.10088625647433,4.11229803855878,4.22929764042685,3.84896202740824,4.37472611762664,4.51239126858523
AKT3,3.56572152447072,3.47423010881389,3.45165612763256,3.5531696157638,3.71033158114799,3.55503589350871,3.70153379273287,3.61887069765019,3.53641967341649,3.46055372719899,3.65115856659085,3.52481813692303,3.52002961180811,3.49500369998982,3.72170594339826,3.32697679153855,3.28533582986415,3.5214533559875,3.53097075078002,3.42295045323469,3.27873485731282,3.53029769165369,3.26666295383099,3.73168496002629,3.78051763197849,4.11019425499811,3.85488724288984,3.63481238393132,3.85457728483498,3.70695278383229,3.63878996415254,3.4594855193551,3.53664440922022,3.74332079768453,3.7062305703274,3.53958477884383,3.69218890094915,3.4835821624225,3.44901979517959,3.83138352728926,3.55068149554043,3.65336323605833,3.96360137113978,3.50132605900554,3.71250474427972,3.36311385373059,3.5545585688889,3.47652064462844,3.41015443882622,3.81835629438397,3.70995013377589
ARL4C,3.7202935416946,3.68002151109726,3.60514811139644,3.84367525882227,3.55255652602751,3.31607733236766,3.17690003042898,3.04238096164083,3.71148978292798,3.51279415641194,2.84890434359477,3.36057713194992,3.13600545334863,3.27488260836893,3.63935777559341,3.31566476320783,3.38204569425322,3.45045173180245,3.59887156020939,3.65031500420287,3.7680131407706,3.08624839492616,3.88309762191682,2.57283792565425,2.48924672171697,3.37803923279432,3.37204881353578,3.05022039548063,3.12992469568532,3.07023815029838,3.53780096762093,3.12724089918773,3.11953762727066,3.35101317568305,3.62982626070086,3.67656311881739,3.21491904862982,3.36043776664335,3.44866922555382,2.67337483735326,3.49938957147833,2.7723796576943,3.43575552393581,3.58667044272968,3.26279293239878,3.37598167531621,3.19393841592548,2.87071517465451,3.88775403656518,3.24281215681873,2.67752391789684
ARIH1,3.44061772381587,3.65513699356624,3.65076295340549,3.34323523533362,3.63090513320632,3.522191408366,3.79750775629203,3.58218783524478,3.63138338976551,3.5863406093588,3.85698123939647,3.52084771573581,3.69183815017623,3.58013660309785,3.56794095172619,3.58193635299684,3.28270615443444,3.67588470330976,3.59059375482881,3.63078899276355,3.68567117120926,3.65962330892143,3.46195629054735,3.81243068757864,3.6535462132317,3.70161702389071,3.45874493661754,3.60826891076844,3.65650469542436,3.61314575919137,3.39009218201991,3.40733225800772,3.71360779517488,3.64053281385062,3.39168317908164,3.51844747457598,3.68409447814519,3.62797763730993,3.54239676966516,3.57617543415245,3.54904975603657,3.85353376916514,3.65652624562702,3.66990802991845,3.71192358750746,3.66461847413661,3.61375009257626,3.57100197529271,3.7036900580018,3.71950323024147,3.93025834604896
GARNL1,3.35186198703871,3.46098829882983,3.14721582076139,3.50987576173769,3.4344568032712,3.53874297011874,3.47926153172658,3.41443616108538,3.22967672390823,3.50676999296175,3.64109974203161,3.54144294394718,3.42662722040129,3.43917237009629,3.35763893071296,3.17904453091064,3.52982712130726,3.33790909709975,3.50308625549952,3.10983257030329,3.10145251967282,3.38026082083487,3.02318000256716,3.61631058721088,3.51668526885985,3.55519036988549,3.60258169981119,3.52251165477335,3.5870775780775,3.51350632322608,3.37142826950815,3.57498439499833,3.4830354138643,3.47223776464046,3.25907925285522,2.96965675784147,3.54932407976215,3.47769313339194,3.43319503327413,3.57618546004664,3.40681225306876,3.69638941832521,3.56356734242582,3.20030208765995,3.33519564004623,3.56283022414138,3.36825749695788,3.13409578932325,3.26778681701962,3.33175941995769,3.75127117264644
AI982758,3.67025429760695,3.62569203541829,3.30752876921953,3.50952630730211,3.73368667433426,3.47585488944043,3.46187878062207,3.5788538977552,3.29745344279087,3.70978088938629,3.52173848612841,3.52659667568287,3.44423315763436,3.58139310019979,3.55576243357486,3.37194738762898,3.43569023414327,3.40988986071453,3.48047722186687,3.27156166346992,3.43031923720774,3.63754006072595,3.4340862816938,3.63655900249222,4.00449316561752,3.57347234761807,3.77221598129611,3.65762876265518,3.92784613221511,3.53353744042525,3.57035598957814,3.46069748009345,3.52736241167298,3.49018821524536,3.62752807215703,3.34724529523156,3.6398744914902,3.53278035946884,3.45780547233989,3.83929901327195,3.43939159595999,3.74519303480859,3.41499489512404,3.42779630137564,3.59652133486738,3.44009306965476,3.30208058514823,3.35160732450272,3.39950723886158,3.76298673593842,3.5333374194225
DENND4A,2.70365757902848,2.576770824365,3.32117407676582,2.71485093564187,2.69267510553095,2.66302587858183,2.95065785560331,2.61792563980017,2.76976196424216,2.552540463653,3.75765705850065,2.618220733695,3.51797705707067,2.76034330794155,2.63064547628436,2.65475970329186,2.42595787477451,3.37269940427843,2.572952879658,3.57840263266449,2.96491976511735,2.5148703654019,2.58120073919469,3.76217264237312,3.21295028015697,3.19323900317684,2.75600740954662,3.44810407237502,3.41883819152903,2.81368704754097,2.63386217205593,2.5803580852283,3.54607838655349,2.78479339934769,2.57363385126209,2.76245723467568,2.75764954631688,2.55960263217109,2.68837799244603,2.67711398602634,2.71773622458872,3.64163986434253,2.74378640214863,2.82117080495378,3.09071468634784,3.65999668438979,2.72904080360859,2.74015970809972,3.22769264212972,2.99521561266102,3.80946186952374
GLUD2,3.43085679147183,3.36014753121838,3.42175310772038,3.46901347606639,3.75378162470783,4.01195711911131,3.63773742686666,3.84731515229352,3.47990353404673,3.68374243360773,4.04819424730626,3.87404440385159,3.79788149136109,3.80806444980688,3.58011273565299,3.5753761908625,3.40860658578408,3.57877509194214,3.78562726046,3.39461100965216,3.4406646439658,3.2203429621339,3.55576931840597,4.15517373893189,4.07063113252558,3.59128225650792,3.58385142593961,3.7829604655332,3.98732088138431,3.9468434451043,3.69923701334553,3.63000761643387,4.03184512470743,3.7618154182408,3.65447341692298,2.91533597920292,3.971954830804,3.56559070633532,3.38740548913596,4.06372254809892,3.76552334353063,3.79389657137173,3.73079268892225,3.34445436746144,3.83209300438677,3.33069556743822,3.70921634944182,3.3429389868252,3.34545705220673,4.09684343924753,3.9564453970383
ZFP91,4.33796217253334,4.28944847524468,4.34632218148898,4.30039063465427,4.38434830581496,4.44527811096097,4.30925378613817,4.27572370392182,4.3240191230416,4.29557215753965,4.50697320917935,4.32112050579349,4.29406768287848,4.32273367032449,4.23984732071476,4.2938225526574,4.25009345115097,4.25462586613176,4.28256626495256,4.25086066077025,4.13052751711956,4.28244473408243,4.29892386718758,4.38287102369343,4.2672082780276,4.58590633513132,4.49511086745459,4.2938400160859,4.36081606965652,4.24879316129613,4.31351291505878,4.21091074184783,4.29316972051937,4.30400475546772,4.28724410959803,4.25202776720438,4.42699309338554,4.36822593060264,4.32173973439675,4.45702869195685,4.27341771708947,4.59030440556955,4.42279398905174,4.40041004794303,4.24369214932106,4.3781205180841,4.28156960575076,4.29562684158021,4.2275527605566,4.36902799370007,4.4353172890951
P15RS,3.91827914561025,3.98433181432899,3.85926538341806,3.91376205173319,4.05037418735617,3.97862312555651,3.94511785662017,4.01099524641294,3.60967688533296,3.93805916893609,4.13413042319387,3.82299173787367,4.00546657198873,4.10795174187518,3.84385044500745,4.07577062019242,3.9980079330006,3.75337375052205,3.97048202586918,3.55882408709872,3.90171571579922,3.7613494962142,3.55933161192446,4.07977744866916,4.19094311845257,4.0885897160307,4.09996708431999,3.94643226932039,4.10698794771066,3.98914668470465,3.83744348088802,3.89089457189397,3.9416286365757,3.99838455066826,4.09118414771285,3.61824259615019,4.06948579554506,3.91569666874856,3.90017326440961,3.96233746097948,3.95007175278038,4.05818022167754,4.22370659926616,3.78138919262346,3.74754665908066,3.96340977944513,4.00542162490745,3.77830518049498,3.80797059229542,4.05886101213248,4.05373538366171
MIB1,3.82778288370908,3.91143557480997,3.86566404874797,3.82431624364754,4.03531636652427,3.97414849282717,3.79112415334998,3.99387929342375,3.74962734189484,3.89258207511762,3.96822598502782,3.78283810902199,3.78050683348085,3.95873245613715,3.94545125239846,3.88456207327413,3.77532320174505,3.86821310325025,3.89165942210178,3.78266149402468,3.81335978228739,3.76889468090079,3.67017494964036,3.94240201513554,4.13239850706114,3.87070727865972,4.01752998832149,3.94718351385,4.15938486557175,3.71624372590692,3.95721552714608,3.94216124509404,3.91146150852479,3.94760578801389,3.95149925608326,3.3832572441801,3.90613897232589,3.76120998333567,3.70194797753552,3.9579350628538,3.89947467949622,3.96175971171861,3.91629415142755,3.79223622628018,3.70069800725971,3.75079949827459,3.81180274968652,3.75817076559834,3.74098683521184,4.00814447707739,3.8720554697541
PPM1A,3.46593176794187,3.30876433507156,3.22595558914472,3.58724421244003,3.39157636533171,3.49412299516142,3.56741987753943,3.72610702085278,3.31357513291737,3.36141937741968,3.72539703144001,3.59664074277722,3.63622704074154,3.6364858903696,3.27717607897922,3.22468349873895,3.36865573903515,3.40042486814564,3.53031472616753,3.22606398777939,3.227832735674,3.71079672022778,3.38854788283753,3.70895430420525,3.44570863931678,3.77835611666912,3.71619831478931,3.74723960978624,3.79093007331196,3.81739651054095,3.49392151579196,3.30766373305683,3.55241169982014,3.64388843024194,3.52929981539817,3.47826252738961,3.59179127497236,3.63227847587687,3.30652924572066,3.61619772866937,3.45454196734381,3.49918460469401,4.01401269702707,3.39546024349634,3.62238034973831,3.40414411162629,3.26960119509711,3.61035700917327,3.58471117888139,3.34737256433236,3.6927555580703
GUSB,3.88966736457397,3.93903731779328,3.99520072673557,3.85027855251804,3.7870808500441,3.73155476157891,3.59219208516592,3.74815405764505,4.06609231276236,3.97949952520857,3.52060142474221,3.78236633084345,3.63084213874531,3.59475740335339,3.88075432989843,3.82529827745395,3.52516600365887,3.86158960516468,3.9112433934101,3.82107160715565,3.86903072399621,3.46424595230039,4.18668443510938,3.37789608278392,3.47491625454584,3.84744630054887,3.65366404174239,3.73129900459954,3.52396498937781,3.65970774571814,3.80407772677357,3.84116418177233,3.65685874940674,3.92256987279698,3.76535818032524,4.10833056320025,3.55507557631893,3.80217384801619,3.80002509198737,3.7887833746177,3.91325181899281,3.66159879724909,3.15362251310988,3.96702819668212,3.68076569609422,3.86502528496534,3.8398748275633,3.75269571737805,3.89203530074148,3.6059346936612,3.56470736168203
ACBD5,3.86297629766581,4.05705549491502,3.9073846465424,4.07028746799306,4.10413970752836,3.99072994333546,4.11188661543591,4.35081308646959,3.94540077672038,4.17701315566113,4.18909767104631,4.0687049601681,4.22205974809852,4.14561523453803,4.08538435002027,4.10508395834424,4.17532260182527,3.96669624260774,4.11740391755847,4.0577045878453,4.1587560137646,4.25888311383086,4.00278983088059,4.21791249979567,4.53301961243111,4.08896403921468,4.23538629320103,4.31324666373854,4.33478608041373,4.18459473985837,4.03263479480369,4.19788142642505,4.16739597333634,3.95027861985923,4.0841927857029,3.82462040049319,4.32801954031429,3.977425988758,3.99595798790944,4.19376209769208,3.98228869494581,4.35203139594555,4.08692888184321,3.98358357714552,4.16510849509425,4.02142697922722,4.03513836295578,4.18257461568886,3.89217911485469,4.43847030846624,4.12112418233468
VPS24,4.37167740553685,4.47700195211699,4.4176589392133,4.47928681231976,4.43859441353908,4.45938800907429,4.49142246279097,4.40738140258145,4.48156570416398,4.47673003981676,4.30834599495376,4.42230546935474,4.46675050810082,4.41550616757636,4.4683281708078,4.471804066942,4.63571209350097,4.33795190101837,4.42196905776653,4.64524452596803,4.48268531043353,4.50785065203824,4.42466459843545,4.29463440003748,4.45441066856116,4.50699594055547,4.50537869627307,4.61528116497492,4.58170406870967,4.49727118178932,4.63138240536202,4.3642029888939,4.59279329540659,4.37229066482208,4.48198163602706,4.32247861518726,4.44785696193458,4.42997639238586,4.39872231922554,4.41869168246759,4.43753247322043,4.23798903860783,4.72295240350341,4.39096206430225,4.49896573370698,4.46303982995518,4.47933816124505,4.38299699117362,4.32724774076557,4.39780592995659,4.21954850813974
SERPINE1,3.49991818672513,4.07330962807096,4.46986578182351,3.51503144928426,2.88759029673052,2.70370139929332,3.16059036859506,2.98513939455255,4.23526728671706,3.50629459890187,2.63462335394123,3.24755521012753,3.48465026613271,2.28183527540939,3.12976140958563,3.38223737760719,2.4657619499582,3.3762397917958,3.1341490465275,4.46782209270956,4.20008140616192,2.59484981062796,4.51374009093873,2.72183204097725,2.14351442007555,3.66665676413551,2.47349426907015,2.95688749541217,3.24784541284059,3.36884209200804,3.39055325445579,3.36796071610148,3.28740620758266,3.33174525778087,3.29870377566126,4.0442544355537,3.16792197154717,3.39602297726353,3.48489064736302,3.27803207307891,3.33539230021755,2.93935898336173,3.60958011035087,4.4917978706341,3.61736996350777,3.62178023746959,3.23938032296653,3.16970469845193,4.53451363897821,2.88475685895034,2.3600364629684
AF116616,2.0490551316955,2.02952987087977,2.37160716128176,2.97018735763651,2.72548692633238,3.08852801767432,3.39440737352424,3.78267746824585,2.70305997942258,3.25737302161896,3.17104420732084,3.60194456223108,3.53495503542123,2.39568800890721,2.3064271722095,2.49816162729266,2.12103101583596,2.44349142104489,3.20291912832421,1.96882371264981,1.88891486809315,2.16399873169818,2.37161085280239,3.24503221063641,3.21160051054805,3.32921659732351,3.53320486907082,3.19338398399258,3.53374677251056,3.87017112661793,2.21082396592413,2.26412097689839,2.12657943814969,2.99249298630566,3.00820657375111,1.77312792403333,3.65032219368208,3.03339721445763,2.17621573896589,3.15247242175963,3.2548606952614,2.88625151533161,3.45073518441967,2.79081556617012,2.41263859686558,2.40555466226529,2.97084412368086,2.52672170172362,2.46687503145951,2.99489494742368,2.85409582884931
SLC18A2,2.97848637903111,3.32912175524769,3.23033931205773,3.27317032447529,3.22509647700271,3.17324310189068,3.24175934228869,3.74864147283136,2.95354273185122,3.26911162018009,3.24207209699954,3.25871388800397,3.25957237862693,3.35821895026759,3.40520390598595,3.33607750663408,3.59005073885452,2.74477396192032,3.14723995596826,3.10621674330765,3.15989669891637,3.39256119303853,3.35552909999229,3.14107489547436,3.53533729411195,3.77628957122632,3.56286527983585,3.65188414898053,3.51617298015794,3.33589859123637,3.20719796899927,3.32758450455295,3.24146329926129,3.0107950414838,3.26214032749275,3.00060671968738,3.39516330540868,3.0014243192075,3.23154375058575,3.48802826195985,3.08559522688888,3.59136149613591,3.65309012199688,3.09755888514139,3.54620830077817,3.20140258710977,3.14432445539835,3.3292404063518,3.03878621903087,3.50533980494682,3.16058526771144
ZRANB1,3.72429143836919,3.66590710530873,3.78669209289931,3.6763810794635,3.80759455345102,4.0463894458304,3.98036052853092,3.96785276456129,3.83492058578044,3.7574653433421,3.96287272122939,3.90408035122302,3.99843341375985,3.94159599753667,3.75666592218515,3.74709408957919,3.80842205762901,3.87081190356064,3.79963101598553,3.88201384217867,3.59225094766059,3.71339922244861,3.79466904629927,3.96994131440864,4.01021003480172,4.10891847134138,4.07819859347021,3.87834080175743,3.9284462950895,3.97993706271516,3.83827998106515,3.75661473525945,3.85394472860913,3.87687773227055,3.81396008022999,3.7761967318838,3.94488263106775,3.67845700898498,3.83216594014177,4.00900996087435,3.63204811354194,3.89891503425173,4.19912614646985,3.80632577745022,3.64067012028376,3.68322801662764,3.76886539898703,3.83046702353556,3.71517522361177,3.9001280096762,4.00517974004255
ANGPT2,3.37180258415533,3.57012303569861,3.03433923169585,3.49105645969863,2.91892475412478,2.91670655549723,2.97220052337033,3.2160381032233,2.99993745709141,3.24867419642608,2.576872086138,3.35613604304748,3.40773820115609,2.88170355492334,2.87512900804693,3.48870635779887,2.37741918209659,2.67776294225851,3.610970976887,3.53373902126939,3.41865554435688,2.53895307310558,2.96362257518292,1.73679475492436,2.87222330632022,3.18388766848962,3.34503400492324,2.81155489917914,2.96133517594943,3.03144845790191,3.15208674826007,2.86649468735144,2.97891741568695,3.4978600326448,3.08945398774368,3.09941059032575,3.15656459667678,3.57016159737755,3.61100597073776,3.24307949081093,3.40832478017041,3.02186420570842,3.14019021930396,3.26639070499338,3.0819489972548,3.10278586967908,3.08644917223456,3.38606409670937,3.30972680848378,1.91182319428313,2.58969274458464
WHSC1L1,4.18515168093005,4.20835854772139,4.22554394414397,4.07694205162904,4.23313483389224,4.20561531420126,4.30057179050166,4.35958552989717,4.18924583845308,4.16861476255282,4.43718434303121,4.24642515814153,4.30809552797973,4.15842307798115,4.34837249476548,4.17598640771168,4.07860955554475,4.25546499965714,4.19717435669394,4.25044952357086,4.15376076464489,4.31699679393351,4.21853243311048,4.38159923418293,4.52693656425675,4.32364734487405,4.40938766531841,4.25101301918259,4.39813475476257,4.23862207749722,4.17949376646547,4.19939347103038,4.23498890499984,4.15177872817486,4.3073259879632,4.21453093739572,4.25443287833148,4.10737571636233,4.23819268415664,4.22204279246467,4.22299243350748,4.30931491277613,4.372638605847,4.28659535889403,4.12954559740821,4.2540043975698,4.22001951956244,4.17253372460615,4.24451798226455,4.29155394123898,4.39834883472911
